Date	Sno	Width	Height
2017.03.14 01:04:32.491	1076977113	63	63
2017.03.14 01:04:32.508	1077374946	63	63
2017.03.14 01:04:32.527	1078363603	63	63
2017.03.14 01:04:32.544	1078974705	81	163
2017.03.14 01:04:32.560	1079392547	63	63
2017.03.14 01:04:32.577	1080379727	81	163
2017.03.14 01:04:32.593	1081719688	63	127
2017.03.14 01:04:32.613	1082517837	63	127
2017.03.14 01:04:32.624	1084995754	39	39
2017.03.14 01:04:32.641	1085409107	63	63
2017.03.14 01:04:32.658	1085858959	63	127
2017.03.14 01:04:32.675	1086478622	63	127
2017.03.14 01:04:32.692	1088281561	63	127
2017.03.14 01:04:32.708	1088871150	63	63
2017.03.14 01:04:32.725	1088912133	63	63
2017.03.14 01:04:32.743	1090577903	63	63
2017.03.14 01:04:32.759	1091436913	63	63
2017.03.14 01:04:32.775	1093618955	63	63
2017.03.14 01:04:32.793	1095146926	63	63
2017.03.14 01:04:32.809	1095433904	63	63
2017.03.14 01:04:32.826	1096782692	63	127
2017.03.14 01:04:32.842	1096820120	99	169
2017.03.14 01:04:32.859	1096820121	99	169
2017.03.14 01:04:32.875	1096820122	99	169
2017.03.14 01:04:32.892	1096820123	99	169
2017.03.14 01:04:32.908	1096820124	99	169
2017.03.14 01:04:32.924	1096820125	99	169
2017.03.14 01:04:32.942	1097912602	63	63
2017.03.14 01:04:32.962	1097975716	63	127
2017.03.14 01:04:32.973	1099393495	63	63
2017.03.14 01:04:32.991	1099654658	63	127
2017.03.14 01:04:33.007	1100734065	63	63
2017.03.14 01:04:33.024	1101085841	63	127
2017.03.14 01:04:33.041	1102755175	63	63
2017.03.14 01:04:33.058	1103770097	63	127
2017.03.14 01:04:33.075	1103885712	488	48
2017.03.14 01:04:33.092	1105074245	94	142
2017.03.14 01:04:33.108	1105224960	63	63
2017.03.14 01:04:33.125	1105823814	81	163
2017.03.14 01:04:33.141	1105823821	81	163
2017.03.14 01:04:33.157	1106791082	81	163
2017.03.14 01:04:33.174	1106981096	63	127
2017.03.14 01:04:33.191	1108103318	81	163
2017.03.14 01:04:33.208	1110180143	63	63
2017.03.14 01:04:33.224	1110447321	63	63
2017.03.14 01:04:33.240	1110652428	81	163
2017.03.14 01:04:33.258	1110652429	81	163
2017.03.14 01:04:33.275	1110652430	81	163
2017.03.14 01:04:33.292	1110652431	81	163
2017.03.14 01:04:33.309	1111051161	63	127
2017.03.14 01:04:33.325	1111051162	63	127
2017.03.14 01:04:33.343	1111363292	63	63
2017.03.14 01:04:33.359	1113680181	63	63
2017.03.14 01:04:33.376	1114787205	63	63
2017.03.14 01:04:33.393	1114795858	63	63
2017.03.14 01:04:33.410	1115355902	63	63
2017.03.14 01:04:33.427	1115783865	63	63
2017.03.14 01:04:33.444	1117095159	63	63
2017.03.14 01:04:33.461	1117639346	63	127
2017.03.14 01:04:33.478	1117784160	63	63
2017.03.14 01:04:33.494	1118460726	63	127
2017.03.14 01:04:33.511	1119381057	63	63
2017.03.14 01:04:33.530	1119909701	99	199
2017.03.14 01:04:33.546	1120578673	63	63
2017.03.14 01:04:33.563	1121146812	81	163
2017.03.14 01:04:33.580	1121653230	63	127
2017.03.14 01:04:33.597	1121988193	63	127
2017.03.14 01:04:33.614	1122516398	63	127
2017.03.14 01:04:33.631	1123144859	63	127
2017.03.14 01:04:33.648	1124131147	39	39
2017.03.14 01:04:33.665	1125823025	63	63
2017.03.14 01:04:33.682	1126903420	399	79
2017.03.14 01:04:33.702	1127025252	63	127
2017.03.14 01:04:33.714	1127289255	63	63
2017.03.14 01:04:33.731	1129403177	63	63
2017.03.14 01:04:33.748	1130673386	63	127
2017.03.14 01:04:33.767	1131735308	63	127
2017.03.14 01:04:33.779	1131735309	63	127
2017.03.14 01:04:33.796	1131735310	63	127
2017.03.14 01:04:33.813	1131735311	63	127
2017.03.14 01:04:33.830	1132218344	94	142
2017.03.14 01:04:33.847	1132776137	63	127
2017.03.14 01:04:33.864	1132776138	63	127
2017.03.14 01:04:33.880	1132776139	63	127
2017.03.14 01:04:33.897	1132776140	63	127
2017.03.14 01:04:33.913	1132776141	63	127
2017.03.14 01:04:33.930	1132776142	63	127
2017.03.14 01:04:33.946	1134890912	63	63
2017.03.14 01:04:33.963	1137111109	63	127
2017.03.14 01:04:33.980	1138667201	63	127
2017.03.14 01:04:33.997	1138790051	63	127
2017.03.14 01:04:34.014	1138970733	63	63
2017.03.14 01:04:34.030	1139736143	63	127
2017.03.14 01:04:34.047	1140125692	63	63
2017.03.14 01:04:34.064	1141457182	245	5
2017.03.14 01:04:34.081	1145489729	63	63
2017.03.14 01:04:34.098	1146116489	63	127
2017.03.14 01:04:34.115	1146826171	63	63
2017.03.14 01:04:34.131	1146923130	63	127
2017.03.14 01:04:34.148	1147292772	63	63
2017.03.14 01:04:34.166	1149022219	63	63
2017.03.14 01:04:34.182	1149769151	63	63
2017.03.14 01:04:34.199	1150146810	63	127
2017.03.14 01:04:34.215	1150146817	63	127
2017.03.14 01:04:34.231	1150859359	63	127
2017.03.14 01:04:34.248	1151133411	63	63
2017.03.14 01:04:34.264	1153047394	63	127
2017.03.14 01:04:34.281	1153394439	63	127
2017.03.14 01:04:34.297	1154062660	63	63
2017.03.14 01:04:34.314	1154209487	63	63
2017.03.14 01:04:34.331	1154259004	63	127
2017.03.14 01:04:34.348	1156241668	63	63
2017.03.14 01:04:34.365	1157013985	63	63
2017.03.14 01:04:34.382	1157013989	63	63
2017.03.14 01:04:34.399	1158492301	63	127
2017.03.14 01:04:34.418	1158788462	63	127
2017.03.14 01:04:34.429	1158788463	63	127
2017.03.14 01:04:34.446	1160477944	63	63
2017.03.14 01:04:34.463	1161002373	55	123
2017.03.14 01:04:34.479	1161276787	63	63
2017.03.14 01:04:34.496	1161651791	63	127
2017.03.14 01:04:34.514	1163266540	39	39
2017.03.14 01:04:34.532	1163801070	63	63
2017.03.14 01:04:34.543	1164200472	94	142
2017.03.14 01:04:34.559	1165274898	127	127
2017.03.14 01:04:34.576	1166160645	63	127
2017.03.14 01:04:34.593	1168482109	95	143
2017.03.14 01:04:34.610	1168535930	63	127
2017.03.14 01:04:34.627	1170241188	63	63
2017.03.14 01:04:34.644	1170556780	63	63
2017.03.14 01:04:34.661	1171448360	63	63
2017.03.14 01:04:34.677	1171967273	63	127
2017.03.14 01:04:34.695	1172949731	47	47
2017.03.14 01:04:34.712	1173330875	63	63
2017.03.14 01:04:34.728	1176246502	63	127
2017.03.14 01:04:34.745	1176853841	63	63
2017.03.14 01:04:34.761	1177925444	63	127
2017.03.14 01:04:34.779	1178023747	63	63
2017.03.14 01:04:34.795	1178567372	81	163
2017.03.14 01:04:34.812	1178985418	63	63
2017.03.14 01:04:34.829	1179049018	63	63
2017.03.14 01:04:34.847	1180825870	63	63
2017.03.14 01:04:34.863	1183820406	63	63
2017.03.14 01:04:34.879	1184207489	63	63
2017.03.14 01:04:34.897	1184810423	63	63
2017.03.14 01:04:34.914	1184835911	63	127
2017.03.14 01:04:34.932	1184883478	63	127
2017.03.14 01:04:34.943	1185251882	63	127
2017.03.14 01:04:34.960	1188582270	63	63
2017.03.14 01:04:34.977	1189194807	63	127
2017.03.14 01:04:34.993	1189419163	95	143
2017.03.14 01:04:35.011	1190664794	63	127
2017.03.14 01:04:35.028	1190877424	81	163
2017.03.14 01:04:35.045	1192248312	63	63
2017.03.14 01:04:35.061	1192422203	63	127
2017.03.14 01:04:35.078	1193277963	63	127
2017.03.14 01:04:35.095	1193814821	63	63
2017.03.14 01:04:35.112	1194449484	63	63
2017.03.14 01:04:35.129	1195597071	63	63
2017.03.14 01:04:35.147	1199720379	94	142
2017.03.14 01:04:35.163	1202643658	63	127
2017.03.14 01:04:35.180	1203201088	63	63
2017.03.14 01:04:35.196	1203806419	63	63
2017.03.14 01:04:35.213	1204581403	63	63
2017.03.14 01:04:35.230	1204797985	63	63
2017.03.14 01:04:35.247	1205296038	63	127
2017.03.14 01:04:35.264	1206325823	63	63
2017.03.14 01:04:35.280	1208477983	63	63
2017.03.14 01:04:35.297	1209121351	63	127
2017.03.14 01:04:35.314	1215381895	63	127
2017.03.14 01:04:35.330	1217060837	63	127
2017.03.14 01:04:35.347	1217757877	81	163
2017.03.14 01:04:35.364	1218396323	63	63
2017.03.14 01:04:35.379	1220433092	63	63
2017.03.14 01:04:35.396	1220583642	63	127
2017.03.14 01:04:35.414	1221625994	63	63
2017.03.14 01:04:35.431	1221854026	63	63
2017.03.14 01:04:35.447	1222658384	81	163
2017.03.14 01:04:35.465	1224018871	63	127
2017.03.14 01:04:35.482	1224095867	94	142
2017.03.14 01:04:35.499	1224387275	63	127
2017.03.14 01:04:35.516	1224753249	63	127
2017.03.14 01:04:35.533	1225988593	527	88
2017.03.14 01:04:35.549	1226350725	63	63
2017.03.14 01:04:35.566	1227283579	63	63
2017.03.14 01:04:35.583	1227300027	161	39
2017.03.14 01:04:35.600	1228215554	81	163
2017.03.14 01:04:35.618	1228851322	63	127
2017.03.14 01:04:35.634	1229800187	63	127
2017.03.14 01:04:35.652	1233958774	63	127
2017.03.14 01:04:35.669	1234942918	63	63
2017.03.14 01:04:35.686	1235494870	81	163
2017.03.14 01:04:35.704	1235813666	63	127
2017.03.14 01:04:35.720	1237331444	63	127
2017.03.14 01:04:35.737	1238133335	63	63
2017.03.14 01:04:35.754	1238452097	63	127
2017.03.14 01:04:35.771	1239626415	63	63
2017.03.14 01:04:35.788	1244431431	63	127
2017.03.14 01:04:35.805	1245631246	63	63
2017.03.14 01:04:35.823	1246016637	63	127
2017.03.14 01:04:35.840	1246648825	63	127
2017.03.14 01:04:35.857	1246956429	63	63
2017.03.14 01:04:35.874	1247273774	63	63
2017.03.14 01:04:35.892	1247485593	219	99
2017.03.14 01:04:35.908	1247534105	63	63
2017.03.14 01:04:35.926	1249081783	63	127
2017.03.14 01:04:35.942	1249081784	63	127
2017.03.14 01:04:35.959	1249081785	63	127
2017.03.14 01:04:35.976	1249217998	63	63
2017.03.14 01:04:35.992	1249306807	63	63
2017.03.14 01:04:36.009	1251120273	63	127
2017.03.14 01:04:36.025	1251395601	81	163
2017.03.14 01:04:36.042	1251395602	81	163
2017.03.14 01:04:36.059	1252671043	55	123
2017.03.14 01:04:36.076	1253863043	63	63
2017.03.14 01:04:36.093	1254904135	63	63
2017.03.14 01:04:36.109	1255973708	63	63
2017.03.14 01:04:36.126	1256279833	63	63
2017.03.14 01:04:36.142	1256655263	63	127
2017.03.14 01:04:36.159	1257298532	63	63
2017.03.14 01:04:36.177	1257659310	63	63
2017.03.14 01:04:36.193	1258216721	63	63
2017.03.14 01:04:36.210	1258626226	63	127
2017.03.14 01:04:36.227	1258747803	63	63
2017.03.14 01:04:36.244	1259944307	63	127
2017.03.14 01:04:36.261	1261953097	63	63
2017.03.14 01:04:36.278	1262759166	127	127
2017.03.14 01:04:36.295	1263096613	63	63
2017.03.14 01:04:36.312	1263440675	63	63
2017.03.14 01:04:36.328	1263522668	63	127
2017.03.14 01:04:36.345	1265294274	63	63
2017.03.14 01:04:36.361	1265332693	63	63
2017.03.14 01:04:36.378	1266447329	63	127
2017.03.14 01:04:36.394	1268205147	63	127
2017.03.14 01:04:36.411	1268526837	81	163
2017.03.14 01:04:36.427	1269335130	63	63
2017.03.14 01:04:36.444	1269642610	63	127
2017.03.14 01:04:36.461	1270676972	63	127
2017.03.14 01:04:36.477	1271509547	63	63
2017.03.14 01:04:36.495	1272453464	63	63
2017.03.14 01:04:36.512	1273057674	63	127
2017.03.14 01:04:36.528	1273378179	81	163
2017.03.14 01:04:36.546	1274533805	63	63
2017.03.14 01:04:36.563	1274725944	63	63
2017.03.14 01:04:36.580	1275115435	63	127
2017.03.14 01:04:36.596	1275320813	63	63
2017.03.14 01:04:36.613	1276547515	81	163
2017.03.14 01:04:36.629	1276815861	63	63
2017.03.14 01:04:36.646	1276815862	63	63
2017.03.14 01:04:36.662	1276815863	63	63
2017.03.14 01:04:36.679	1276815864	63	63
2017.03.14 01:04:36.696	1276815865	63	63
2017.03.14 01:04:36.714	1276815866	63	63
2017.03.14 01:04:36.729	1276815867	63	63
2017.03.14 01:04:36.746	1276815868	63	63
2017.03.14 01:04:36.762	1276815869	63	63
2017.03.14 01:04:36.779	1276815893	63	63
2017.03.14 01:04:36.796	1276815894	63	63
2017.03.14 01:04:36.813	1276815895	63	63
2017.03.14 01:04:36.829	1276815896	63	63
2017.03.14 01:04:36.846	1276815897	63	63
2017.03.14 01:04:36.863	1276815898	63	63
2017.03.14 01:04:36.880	1276922728	63	127
2017.03.14 01:04:36.897	1277665240	63	63
2017.03.14 01:04:36.913	1278007721	63	63
2017.03.14 01:04:36.930	1279866412	63	63
2017.03.14 01:04:36.947	1281120861	63	127
2017.03.14 01:04:36.963	1281149579	63	63
2017.03.14 01:04:36.980	1283566824	63	127
2017.03.14 01:04:36.997	1283693683	63	127
2017.03.14 01:04:37.014	1283858448	63	63
2017.03.14 01:04:37.030	1283858449	63	63
2017.03.14 01:04:37.047	1283858450	63	63
2017.03.14 01:04:37.064	1283858451	63	63
2017.03.14 01:04:37.080	1285584115	63	63
2017.03.14 01:04:37.097	1286829919	63	127
2017.03.14 01:04:37.115	1287411402	63	63
2017.03.14 01:04:37.131	1287759776	63	63
2017.03.14 01:04:37.147	1289796126	63	63
2017.03.14 01:04:37.164	1289909752	63	127
2017.03.14 01:04:37.182	1289998331	63	63
2017.03.14 01:04:37.198	1291017592	63	63
2017.03.14 01:04:37.215	1291620180	63	127
2017.03.14 01:04:37.232	1294369174	81	163
2017.03.14 01:04:37.249	1295551327	63	63
2017.03.14 01:04:37.266	1295551328	63	63
2017.03.14 01:04:37.283	1295551329	63	63
2017.03.14 01:04:37.299	1295551330	63	63
2017.03.14 01:04:37.317	1298519721	63	63
2017.03.14 01:04:37.334	1301537260	219	99
2017.03.14 01:04:37.351	1301939600	219	99
2017.03.14 01:04:37.369	1302653536	63	127
2017.03.14 01:04:37.388	1302658061	63	127
2017.03.14 01:04:37.404	1303068445	63	127
2017.03.14 01:04:37.421	1303802677	55	123
2017.03.14 01:04:37.437	1305913074	63	127
2017.03.14 01:04:37.454	1306646527	63	63
2017.03.14 01:04:37.471	1307042922	63	63
2017.03.14 01:04:37.487	1308100481	63	63
2017.03.14 01:04:37.505	1308484787	63	63
2017.03.14 01:04:37.522	1309635463	63	63
2017.03.14 01:04:37.538	1310169712	63	63
2017.03.14 01:04:37.556	1310360412	94	142
2017.03.14 01:04:37.572	1317897630	63	127
2017.03.14 01:04:37.589	1320359846	63	63
2017.03.14 01:04:37.606	1322687777	63	63
2017.03.14 01:04:37.623	1322702217	63	127
2017.03.14 01:04:37.639	1324876423	63	63
2017.03.14 01:04:37.656	1325046016	63	127
2017.03.14 01:04:37.672	1325822764	63	99
2017.03.14 01:04:37.689	1328793488	63	63
2017.03.14 01:04:37.705	1328814477	63	127
2017.03.14 01:04:37.722	1328872788	63	127
2017.03.14 01:04:37.740	1329553117	63	63
2017.03.14 01:04:37.757	1331995218	47	47
2017.03.14 01:04:37.774	1332690702	63	63
2017.03.14 01:04:37.791	1332970980	63	127
2017.03.14 01:04:37.807	1332990297	63	63
2017.03.14 01:04:37.824	1334723735	63	63
2017.03.14 01:04:37.841	1335391195	63	127
2017.03.14 01:04:37.858	1335990173	63	63
2017.03.14 01:04:37.874	1338374909	63	127
2017.03.14 01:04:37.891	1338381978	63	127
2017.03.14 01:04:37.907	1340305577	94	142
2017.03.14 01:04:37.924	1341228270	63	63
2017.03.14 01:04:37.939	1341800978	94	142
2017.03.14 01:04:37.959	1341807706	63	63
2017.03.14 01:04:37.975	1343132177	63	127
2017.03.14 01:04:37.993	1344872457	127	127
2017.03.14 01:04:38.009	1345765776	63	63
2017.03.14 01:04:38.026	1347620180	63	63
2017.03.14 01:04:38.042	1348459516	63	127
2017.03.14 01:04:38.058	1349102064	94	142
2017.03.14 01:04:38.075	1352108205	63	127
2017.03.14 01:04:38.093	1353497278	63	63
2017.03.14 01:04:38.109	1354009781	63	63
2017.03.14 01:04:38.126	1354981041	81	163
2017.03.14 01:04:38.142	1355566978	63	63
2017.03.14 01:04:38.159	1356901590	63	63
2017.03.14 01:04:38.176	1358490958	81	163
2017.03.14 01:04:38.192	1358510261	63	63
2017.03.14 01:04:38.208	1358569230	63	63
2017.03.14 01:04:38.225	1358931449	63	63
2017.03.14 01:04:38.241	1359534805	63	63
2017.03.14 01:04:38.259	1359950733	63	63
2017.03.14 01:04:38.276	1360737741	63	63
2017.03.14 01:04:38.292	1361837610	63	127
2017.03.14 01:04:38.309	1364086044	63	127
2017.03.14 01:04:38.326	1366430649	63	63
2017.03.14 01:04:38.342	1368351649	63	63
2017.03.14 01:04:38.359	1370405698	63	63
2017.03.14 01:04:38.379	1370849093	63	127
2017.03.14 01:04:38.391	1371210151	63	127
2017.03.14 01:04:38.408	1372082902	63	127
2017.03.14 01:04:38.424	1372188311	63	127
2017.03.14 01:04:38.441	1373176704	63	63
2017.03.14 01:04:38.458	1375213054	63	63
2017.03.14 01:04:38.476	1375882731	63	63
2017.03.14 01:04:38.493	1376171304	63	127
2017.03.14 01:04:38.511	1378764752	63	63
2017.03.14 01:04:38.529	1378765375	63	63
2017.03.14 01:04:38.546	1378800689	63	63
2017.03.14 01:04:38.564	1378801312	63	63
2017.03.14 01:04:38.581	1378836626	63	63
2017.03.14 01:04:38.598	1378837249	63	63
2017.03.14 01:04:38.613	1378872563	63	63
2017.03.14 01:04:38.629	1378873186	63	63
2017.03.14 01:04:38.646	1378908500	63	63
2017.03.14 01:04:38.663	1378909123	63	63
2017.03.14 01:04:38.681	1378944437	63	63
2017.03.14 01:04:38.698	1378945060	63	63
2017.03.14 01:04:38.715	1379028158	63	127
2017.03.14 01:04:38.731	1379916098	63	63
2017.03.14 01:04:38.747	1381687760	63	63
2017.03.14 01:04:38.763	1383355833	63	63
2017.03.14 01:04:38.780	1388659331	63	63
2017.03.14 01:04:38.798	1389857187	81	163
2017.03.14 01:04:38.815	1389857188	81	163
2017.03.14 01:04:38.831	1392414817	81	163
2017.03.14 01:04:38.848	1392865169	63	127
2017.03.14 01:04:38.865	1393730708	63	63
2017.03.14 01:04:38.881	1395022289	63	127
2017.03.14 01:04:38.898	1395022912	63	127
2017.03.14 01:04:38.916	1395058226	63	127
2017.03.14 01:04:38.933	1395058849	63	127
2017.03.14 01:04:38.950	1395094163	63	127
2017.03.14 01:04:38.967	1395094786	63	127
2017.03.14 01:04:38.983	1395130100	63	127
2017.03.14 01:04:39.000	1395130723	63	127
2017.03.14 01:04:39.019	1395166037	63	127
2017.03.14 01:04:39.036	1395166660	63	127
2017.03.14 01:04:39.053	1397322051	63	127
2017.03.14 01:04:39.070	1398124632	95	191
2017.03.14 01:04:39.087	1398404497	63	63
2017.03.14 01:04:39.104	1400973003	63	127
2017.03.14 01:04:39.120	1402355738	63	127
2017.03.14 01:04:39.138	1405041351	127	127
2017.03.14 01:04:39.155	1406977334	63	63
2017.03.14 01:04:39.172	1407973941	63	127
2017.03.14 01:04:39.188	1408104705	63	63
2017.03.14 01:04:39.205	1408139140	81	163
2017.03.14 01:04:39.221	1409034219	63	127
2017.03.14 01:04:39.237	1410293351	63	63
2017.03.14 01:04:39.255	1411119650	63	63
2017.03.14 01:04:39.271	1411478288	81	163
2017.03.14 01:04:39.288	1412191086	63	63
2017.03.14 01:04:39.305	1413853905	63	63
2017.03.14 01:04:39.321	1414712738	63	63
2017.03.14 01:04:39.338	1415306697	63	127
2017.03.14 01:04:39.355	1415333957	55	123
2017.03.14 01:04:39.373	1415593035	63	63
2017.03.14 01:04:39.390	1417711558	63	63
2017.03.14 01:04:39.407	1420703251	63	63
2017.03.14 01:04:39.423	1423609272	63	63
2017.03.14 01:04:39.440	1424147018	63	127
2017.03.14 01:04:39.458	1425149721	81	163
2017.03.14 01:04:39.475	1427457691	63	63
2017.03.14 01:04:39.491	1429036410	63	63
2017.03.14 01:04:39.508	1431081832	472	35
2017.03.14 01:04:39.525	1431875369	63	63
2017.03.14 01:04:39.542	1432901628	59	123
2017.03.14 01:04:39.558	1433373371	63	63
2017.03.14 01:04:39.575	1435690298	63	63
2017.03.14 01:04:39.591	1435956772	63	63
2017.03.14 01:04:39.608	1438749246	63	127
2017.03.14 01:04:39.625	1439096694	63	63
2017.03.14 01:04:39.642	1439693375	94	142
2017.03.14 01:04:39.660	1439748950	63	63
2017.03.14 01:04:39.676	1439818188	63	127
2017.03.14 01:04:39.693	1440729579	63	63
2017.03.14 01:04:39.709	1443023181	99	128
2017.03.14 01:04:39.726	1443144200	63	63
2017.03.14 01:04:39.743	1443929272	94	142
2017.03.14 01:04:39.760	1445256279	63	63
2017.03.14 01:04:39.778	1445399687	63	63
2017.03.14 01:04:39.794	1447109334	63	127
2017.03.14 01:04:39.811	1447706643	63	63
2017.03.14 01:04:39.828	1449566196	63	127
2017.03.14 01:04:39.845	1451847577	63	63
2017.03.14 01:04:39.862	1453552197	63	127
2017.03.14 01:04:39.879	1453768577	63	63
2017.03.14 01:04:39.897	1454442090	63	127
2017.03.14 01:04:39.913	1454542950	81	163
2017.03.14 01:04:39.929	1455835058	63	127
2017.03.14 01:04:39.946	1458177972	81	163
2017.03.14 01:04:39.963	1460183424	63	63
2017.03.14 01:04:39.979	1460975511	63	63
2017.03.14 01:04:39.997	1461999708	63	127
2017.03.14 01:04:40.014	1463617269	63	127
2017.03.14 01:04:40.031	1464158164	63	63
2017.03.14 01:04:40.047	1465459957	63	63
2017.03.14 01:04:40.064	1465719394	63	127
2017.03.14 01:04:40.081	1465719395	63	127
2017.03.14 01:04:40.098	1465719396	63	127
2017.03.14 01:04:40.116	1465719397	63	127
2017.03.14 01:04:40.133	1465719398	63	127
2017.03.14 01:04:40.150	1465719399	63	127
2017.03.14 01:04:40.168	1465719400	63	127
2017.03.14 01:04:40.185	1466354848	63	127
2017.03.14 01:04:40.206	1466829276	63	127
2017.03.14 01:04:40.217	1466829277	63	127
2017.03.14 01:04:40.232	1466829278	63	127
2017.03.14 01:04:40.249	1467684725	63	127
2017.03.14 01:04:40.266	1468772761	63	63
2017.03.14 01:04:40.283	1469833338	63	127
2017.03.14 01:04:40.300	1470144098	63	63
2017.03.14 01:04:40.317	1471486887	63	63
2017.03.14 01:04:40.333	1472918350	63	127
2017.03.14 01:04:40.351	1474992582	63	127
2017.03.14 01:04:40.368	1475200540	63	63
2017.03.14 01:04:40.385	1476528612	63	127
2017.03.14 01:04:40.402	1477444155	63	63
2017.03.14 01:04:40.419	1478967385	81	163
2017.03.14 01:04:40.437	1479410058	63	63
2017.03.14 01:04:40.454	1482646276	63	63
2017.03.14 01:04:40.472	1484869971	63	63
2017.03.14 01:04:40.488	1485285397	63	63
2017.03.14 01:04:40.506	1485500158	63	63
2017.03.14 01:04:40.522	1486388240	63	63
2017.03.14 01:04:40.539	1488020096	63	63
2017.03.14 01:04:40.556	1489306313	63	63
2017.03.14 01:04:40.574	1489342250	63	63
2017.03.14 01:04:40.590	1489378187	63	63
2017.03.14 01:04:40.608	1489414124	63	63
2017.03.14 01:04:40.624	1491051746	63	63
2017.03.14 01:04:40.640	1491868339	63	63
2017.03.14 01:04:40.657	1493577483	63	127
2017.03.14 01:04:40.674	1493690984	63	63
2017.03.14 01:04:40.690	1493982836	63	63
2017.03.14 01:04:40.708	1494505736	81	163
2017.03.14 01:04:40.724	1496536578	63	63
2017.03.14 01:04:40.741	1497615907	63	63
2017.03.14 01:04:40.758	1498534837	63	63
2017.03.14 01:04:40.773	1499207914	94	142
2017.03.14 01:04:40.790	1499771024	63	63
2017.03.14 01:04:40.807	1500343472	63	63
2017.03.14 01:04:40.824	1500836633	81	163
2017.03.14 01:04:40.841	1501531454	63	63
2017.03.14 01:04:40.858	1503128486	63	63
2017.03.14 01:04:40.875	1504548290	63	127
2017.03.14 01:04:40.891	1505233502	63	63
2017.03.14 01:04:40.908	1505378417	63	63
2017.03.14 01:04:40.925	1505490241	63	127
2017.03.14 01:04:40.942	1507489210	81	163
2017.03.14 01:04:40.958	1508330591	63	127
2017.03.14 01:04:40.975	1510491007	63	63
2017.03.14 01:04:40.992	1510866602	63	127
2017.03.14 01:04:41.008	1512015493	63	63
2017.03.14 01:04:41.025	1512327173	63	63
2017.03.14 01:04:41.042	1515664005	63	127
2017.03.14 01:04:41.059	1516773719	472	13
2017.03.14 01:04:41.075	1516946524	63	63
2017.03.14 01:04:41.091	1517015784	63	127
2017.03.14 01:04:41.108	1518320092	63	127
2017.03.14 01:04:41.126	1519479150	63	127
2017.03.14 01:04:41.142	1520434194	63	63
2017.03.14 01:04:41.159	1521871954	63	127
2017.03.14 01:04:41.176	1522740429	81	163
2017.03.14 01:04:41.193	1523375412	63	63
2017.03.14 01:04:41.209	1524513622	63	63
2017.03.14 01:04:41.226	1525113398	63	63
2017.03.14 01:04:41.243	1526146507	63	63
2017.03.14 01:04:41.259	1526226556	63	63
2017.03.14 01:04:41.276	1528383102	63	127
2017.03.14 01:04:41.292	1528621562	63	63
2017.03.14 01:04:41.309	1528640940	63	127
2017.03.14 01:04:41.327	1528719811	63	63
2017.03.14 01:04:41.343	1528804216	63	63
2017.03.14 01:04:41.360	1529651592	63	63
2017.03.14 01:04:41.379	1530790785	63	63
2017.03.14 01:04:41.395	1532712876	63	127
2017.03.14 01:04:41.412	1536807082	63	63
2017.03.14 01:04:41.429	1537617297	63	63
2017.03.14 01:04:41.446	1538248768	63	127
2017.03.14 01:04:41.463	1541236666	63	63
2017.03.14 01:04:41.479	1542832316	63	63
2017.03.14 01:04:41.497	1543471877	63	63
2017.03.14 01:04:41.514	1543705857	63	63
2017.03.14 01:04:41.531	1543777322	63	63
2017.03.14 01:04:41.547	1543799782	63	127
2017.03.14 01:04:41.564	1544625634	63	127
2017.03.14 01:04:41.581	1545737749	63	63
2017.03.14 01:04:41.598	1545826751	63	127
2017.03.14 01:04:41.616	1545826752	63	127
2017.03.14 01:04:41.633	1549867098	63	63
2017.03.14 01:04:41.650	1549977430	63	63
2017.03.14 01:04:41.667	1550202971	63	63
2017.03.14 01:04:41.685	1550876885	63	63
2017.03.14 01:04:41.702	1551192963	63	63
2017.03.14 01:04:41.719	1551248965	63	63
2017.03.14 01:04:41.736	1552407186	63	63
2017.03.14 01:04:41.753	1552782084	81	163
2017.03.14 01:04:41.770	1553593107	63	63
2017.03.14 01:04:41.787	1554707269	63	127
2017.03.14 01:04:41.804	1554779028	63	63
2017.03.14 01:04:41.821	1554799398	63	127
2017.03.14 01:04:41.838	1555964949	63	63
2017.03.14 01:04:41.855	1557150870	63	63
2017.03.14 01:04:41.872	1559086751	63	63
2017.03.14 01:04:41.888	1559295150	63	63
2017.03.14 01:04:41.905	1559483069	127	127
2017.03.14 01:04:41.922	1560617468	63	63
2017.03.14 01:04:41.938	1561007347	63	127
2017.03.14 01:04:41.955	1561282920	63	63
2017.03.14 01:04:41.972	1562054731	63	127
2017.03.14 01:04:41.988	1562141071	95	143
2017.03.14 01:04:42.005	1562614015	63	63
2017.03.14 01:04:42.022	1562861083	63	63
2017.03.14 01:04:42.040	1563147619	63	63
2017.03.14 01:04:42.057	1564733321	63	63
2017.03.14 01:04:42.073	1566415502	63	63
2017.03.14 01:04:42.090	1567776333	63	127
2017.03.14 01:04:42.106	1568063204	63	63
2017.03.14 01:04:42.125	1569455952	63	63
2017.03.14 01:04:42.143	1571178309	63	127
2017.03.14 01:04:42.159	1572006581	63	63
2017.03.14 01:04:42.177	1572788755	63	127
2017.03.14 01:04:42.193	1573036684	63	63
2017.03.14 01:04:42.210	1573155002	63	63
2017.03.14 01:04:42.226	1573437024	63	63
2017.03.14 01:04:42.243	1573701539	94	142
2017.03.14 01:04:42.259	1574901663	81	163
